City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,pakokku,21.3333,95.1,30.48,61,9,4.41,MM,2023-07-19
285,vangaindrano,-23.35,47.6,18.98,91,37,1.64,MG,2023-07-19
286,korla,41.7597,86.1469,30.54,25,0,3.87,CN,2023-07-19
287,xishan,27.6667,113.5,31.08,72,97,0.61,CN,2023-07-19
288,paraiso,9.8383,-83.8656,19.48,96,99,2.0,CR,2023-07-19
289,makoua,0.0069,15.6333,24.83,75,99,2.24,CG,2023-07-19
290,zeya,53.75,127.2667,31.0,33,0,4.05,RU,2023-07-19
291,touros,-5.1989,-35.4608,23.85,88,14,5.43,BR,2023-07-19
292,vernon,50.2581,-119.2691,29.4,30,20,1.03,CA,2023-07-19
293,uyar,55.81,94.3153,17.37,64,100,3.64,RU,2023-07-19
294,remire-montjoly,4.9167,-52.2667,26.02,89,0,0.0,GF,2023-07-19
295,richards bay,-28.783,32.0377,16.7,40,0,1.75,ZA,2023-07-19
296,ulladulla,-35.35,150.4667,13.17,40,1,1.87,AU,2023-07-19
297,lerwick,60.1545,-1.1494,12.0,81,100,8.57,GB,2023-07-19
298,st. paul,44.9444,-93.0933,26.51,49,40,3.6,US,2023-07-19
299,vila franca do campo,37.7167,-25.4333,19.23,83,100,2.12,PT,2023-07-19
300,greenville,35.6127,-77.3663,28.4,77,0,2.57,US,2023-07-19
301,saynshand,44.8824,110.1163,26.57,39,100,12.01,MN,2023-07-19
302,crucecita,-28.95,-58.9833,5.63,71,14,3.08,AR,2023-07-19
303,nichinan,31.6,131.3667,28.82,75,85,4.97,JP,2023-07-19
304,antsiranana,-12.2787,49.2917,23.39,62,5,7.35,MG,2023-07-19
305,antofagasta,-23.65,-70.4,16.6,75,35,2.11,CL,2023-07-19
306,manadhoo,5.7667,73.3833,28.03,78,100,5.15,MV,2023-07-19
307,kyren,51.6828,102.1408,18.68,70,88,1.04,RU,2023-07-19
308,gamba,-2.65,10.0,21.54,93,86,1.05,GA,2023-07-19
309,sona,45.4388,10.8255,25.87,73,0,1.54,IT,2023-07-19
310,tromso,69.6496,18.957,10.01,93,75,3.09,NO,2023-07-19
311,luis correia,-2.8792,-41.6669,25.92,81,40,6.21,BR,2023-07-19
312,defuniak springs,30.721,-86.1152,30.54,78,0,0.0,US,2023-07-19
313,myskhako,44.6714,37.7433,22.88,88,53,2.57,RU,2023-07-19
314,duderstadt,51.5131,10.2595,14.07,66,80,0.95,DE,2023-07-19
315,tinghir,31.5157,-5.5343,26.29,16,18,1.6,MA,2023-07-19
316,hithadhoo,-0.6,73.0833,27.84,72,89,4.62,MV,2023-07-19
317,saipan,15.1355,145.701,31.39,100,40,3.6,MP,2023-07-19
318,bitkine,11.9801,18.2138,25.55,71,100,2.64,TD,2023-07-19
319,praia da vitoria,38.7333,-27.0667,19.86,88,75,2.04,PT,2023-07-19
320,la passe,45.5549,-0.8967,17.77,84,0,4.02,FR,2023-07-19
321,saldanha,-33.0117,17.9442,7.03,66,13,6.79,ZA,2023-07-19
322,kamba,11.8486,3.6576,27.95,69,100,3.8,NG,2023-07-19
323,popondetta,-8.7537,148.2534,31.54,48,87,2.17,PG,2023-07-19
324,choroszcz,53.1433,22.9889,12.49,75,41,1.41,PL,2023-07-19
325,vila velha,-20.3297,-40.2925,23.97,84,75,5.66,BR,2023-07-19
326,west bay,19.3667,-81.4167,30.04,82,20,4.63,KY,2023-07-19
327,miracema do tocantins,-9.5618,-48.3967,24.41,38,86,1.27,BR,2023-07-19
328,vakarai,55.6035,23.8213,12.29,91,30,4.54,LT,2023-07-19
329,kencong,-8.2833,113.3667,26.08,66,3,1.63,ID,2023-07-19
330,noumea,-22.2763,166.4572,21.99,72,99,4.67,NC,2023-07-19
331,yaren,-0.5472,166.916,26.09,90,100,7.12,NR,2023-07-19
332,rio grande,-32.035,-52.0986,4.97,66,70,4.15,BR,2023-07-19
333,kuala terengganu,5.3302,103.1408,25.97,94,20,1.03,MY,2023-07-19
334,north bend,43.4065,-124.2243,20.51,77,0,13.38,US,2023-07-19
335,acapulco de juarez,16.8634,-99.8901,30.9,70,40,2.57,MX,2023-07-19
336,zyryanovsk,49.7386,84.2719,24.4,37,8,0.79,KZ,2023-07-19
337,reserva,-24.6503,-50.8506,12.55,99,100,1.24,BR,2023-07-19
338,hammerfest,70.6634,23.6821,9.25,100,100,4.12,NO,2023-07-19
339,margate,51.3813,1.3862,16.5,75,100,1.79,GB,2023-07-19
340,yima,34.7381,111.8839,28.05,54,88,3.54,CN,2023-07-19
341,talcahuano,-36.7167,-73.1167,9.82,71,100,0.0,CL,2023-07-19
342,belle fourche,44.6714,-103.8522,29.72,30,0,4.13,US,2023-07-19
343,mao,39.8885,4.2658,25.31,100,0,2.57,ES,2023-07-19
344,katsuura,35.1333,140.3,28.71,77,100,7.59,JP,2023-07-19
345,kenora,49.8167,-94.4337,19.54,68,75,1.54,CA,2023-07-19
346,leninskoye,41.7589,69.3864,28.0,33,6,2.88,KZ,2023-07-19
347,waingapu,-9.6567,120.2641,27.67,58,3,6.29,ID,2023-07-19
348,ixtapa,20.7,-105.2,29.57,74,100,4.12,MX,2023-07-19
349,ilha de mocambique,-15.0342,40.7358,23.12,78,25,6.45,MZ,2023-07-19
350,muang phonsavan,19.45,103.2167,21.85,91,100,1.03,LA,2023-07-19
351,uzgen,40.7699,73.3007,28.24,20,12,1.05,KG,2023-07-19
352,yuzhno-kurilsk,44.0306,145.8556,16.21,84,77,2.68,RU,2023-07-19
353,al muwayh,22.4333,41.7583,27.21,21,69,0.6,SA,2023-07-19
354,san antonio de pale,-1.4014,5.6325,23.4,88,100,5.48,GQ,2023-07-19
355,melekeok village,7.4957,134.6367,27.31,89,100,2.06,PW,2023-07-19
356,kabalo,-6.05,26.9167,22.2,43,92,1.89,CD,2023-07-19
357,amos,48.5669,-78.1162,12.44,97,28,2.18,CA,2023-07-19
358,mudurnu,40.473,31.2076,14.97,39,0,1.84,TR,2023-07-19
359,maroantsetra,-15.4333,49.7333,20.73,88,98,0.28,MG,2023-07-19
360,minas de marcona,-15.2119,-75.1103,12.26,87,41,4.96,PE,2023-07-19
361,yallahs,17.8748,-76.5624,29.85,88,99,4.93,JM,2023-07-19
362,princeville,45.7668,-61.2985,22.61,94,0,2.57,CA,2023-07-19
363,kitahama,35.1667,135.9167,30.81,62,74,4.47,JP,2023-07-19
364,mount isa,-20.7333,139.5,22.87,43,89,6.17,AU,2023-07-19
365,ponta delgada,37.7333,-25.6667,19.4,82,20,2.06,PT,2023-07-19
366,tabou,4.423,-7.3528,24.19,85,97,3.67,CI,2023-07-19
367,kristiansund,63.1115,7.732,12.03,76,100,2.57,NO,2023-07-19
368,tabuk,17.4189,121.4443,29.68,72,31,2.13,PH,2023-07-19
369,krasnyy chikoy,50.3643,108.7512,18.13,70,88,0.88,RU,2023-07-19
370,la puebla de montalban,39.863,-4.3592,26.67,24,92,2.58,ES,2023-07-19
371,nouadhibou,20.931,-17.0347,25.99,69,15,6.17,MR,2023-07-19
372,cabedelo,-6.9811,-34.8339,24.37,85,4,6.02,BR,2023-07-19
373,poxoreo,-15.8372,-54.3892,22.2,46,87,1.37,BR,2023-07-19
374,tibiri,13.5627,7.0485,30.84,49,83,6.38,NE,2023-07-19
375,pangoa,-12.1167,-73.0,19.52,98,69,1.36,PE,2023-07-19
376,hadibu,12.65,54.0333,24.7,82,57,11.7,YE,2023-07-19
377,prado,-17.3411,-39.2208,21.41,87,0,2.78,BR,2023-07-19
378,newman,37.3138,-121.0208,42.19,39,98,1.34,US,2023-07-19
379,suzhou,31.3114,120.6181,26.83,88,100,2.27,CN,2023-07-19
380,san antonio oeste,-40.7319,-64.9477,6.77,73,100,6.45,AR,2023-07-19
381,san kamphaeng,18.7449,99.1195,28.01,87,40,1.54,TH,2023-07-19
382,agat village,13.3886,144.6585,31.06,77,20,5.14,GU,2023-07-19
383,argostolion,38.1811,20.489,27.51,58,0,0.64,GR,2023-07-19
384,zhumysker,49.3333,49.4,20.46,67,25,3.95,KZ,2023-07-19
385,ulan bator,47.9077,106.8832,17.07,67,75,1.0,MN,2023-07-19
386,brookings,44.3114,-96.7984,23.0,60,0,6.17,US,2023-07-19
387,tangalle,6.024,80.7911,26.09,82,99,6.25,LK,2023-07-19
388,nemuro,43.3236,145.575,14.45,93,97,2.59,JP,2023-07-19
389,howell,42.6073,-83.9294,22.32,77,0,0.0,US,2023-07-19
390,amga,60.8953,131.9608,21.26,55,45,2.48,RU,2023-07-19
391,ancud,-41.8697,-73.8203,11.24,92,100,13.44,CL,2023-07-19
392,jinka,5.65,36.65,17.48,64,59,1.77,ET,2023-07-19
393,monkey bay,-14.0728,34.9201,19.67,61,5,6.06,MW,2023-07-19
394,quelimane,-17.8786,36.8883,17.58,94,0,1.1,MZ,2023-07-19
395,walvis bay,-22.9575,14.5053,11.53,93,0,1.54,NA,2023-07-19
396,al kharijah,25.4514,30.5464,30.18,21,0,3.08,EG,2023-07-19
397,punta del este,-34.9667,-54.95,8.82,74,20,1.54,UY,2023-07-19
398,hobyo,5.3505,48.5268,24.75,82,91,9.93,SO,2023-07-19
399,carloforte,39.145,8.3058,27.59,64,0,3.48,IT,2023-07-19
400,mil'kovo,55.6078,37.7956,14.27,94,100,8.16,RU,2023-07-19
401,okha,53.5739,142.9478,18.07,69,57,3.81,RU,2023-07-19
402,mermoz boabab,14.7065,-17.4758,26.31,80,100,4.05,SN,2023-07-19
403,roma,43.2128,-75.4557,21.09,89,100,0.0,US,2023-07-19
404,pervomaysk,48.0443,30.8507,16.98,72,100,2.8,UA,2023-07-19
405,dudinka,69.4058,86.1778,11.69,76,95,4.26,RU,2023-07-19
406,vung tau,10.346,107.0843,26.42,87,100,8.98,VN,2023-07-19
407,winterset,41.3308,-94.0138,23.68,59,62,3.7,US,2023-07-19
408,wad az zaki,14.4619,32.2065,29.99,48,100,7.71,SD,2023-07-19
409,jumla,29.2747,82.1838,17.71,94,100,0.74,NP,2023-07-19
410,smara,26.7384,-11.6719,23.73,70,3,4.99,EH,2023-07-19
411,gao,16.6362,1.637,32.7,35,92,5.57,ML,2023-07-19
412,port victoria,0.0939,33.9756,21.92,68,93,1.83,KE,2023-07-19
413,sao lourenco do sul,-31.3653,-51.9783,7.4,78,52,3.1,BR,2023-07-19
414,torghay,49.6339,63.4981,22.22,54,9,5.01,KZ,2023-07-19
415,lompoc,34.6391,-120.4579,31.08,78,20,3.09,US,2023-07-19
416,sihanoukville,10.6093,103.5296,28.97,84,75,5.66,KH,2023-07-19
417,alta,69.9689,23.2717,12.59,81,100,5.66,NO,2023-07-19
418,badger,64.8,-147.5333,23.93,57,75,3.6,US,2023-07-19
419,mandera,3.9366,41.867,24.42,61,92,8.33,KE,2023-07-19
420,houlton,46.1262,-67.8403,23.23,86,0,2.57,US,2023-07-19
421,visby,57.6409,18.296,15.12,72,88,7.2,SE,2023-07-19
422,alheim,51.0333,9.6667,13.78,76,68,0.37,DE,2023-07-19
423,suleja,9.1758,7.1808,22.55,96,100,1.21,NG,2023-07-19
424,kailua-kona,19.6406,-155.9956,29.98,76,40,4.63,US,2023-07-19
425,taunsa,30.7048,70.6505,36.27,40,3,5.18,PK,2023-07-19
426,luziania,-16.2525,-47.9503,21.83,45,98,0.78,BR,2023-07-19
427,jhelum,32.9331,73.7264,28.66,77,78,5.88,PK,2023-07-19
428,ribas do rio pardo,-20.4431,-53.7592,17.5,84,82,3.31,BR,2023-07-19
429,ostersund,63.1792,14.6357,9.25,37,100,2.06,SE,2023-07-19
430,flin flon,54.7682,-101.865,17.1,81,100,1.59,CA,2023-07-19
431,kurchatov,51.6601,35.6521,13.23,95,0,4.71,RU,2023-07-19
432,north shore,-36.8,174.75,16.11,80,94,2.24,NZ,2023-07-19
433,mhamid,29.82,-5.72,31.52,11,9,1.88,MA,2023-07-19
434,solleftea,63.1667,17.2667,9.92,89,33,2.11,SE,2023-07-19
435,kill devil hills,36.0307,-75.676,29.43,74,0,6.17,US,2023-07-19
436,saint john,45.2727,-66.0677,19.57,100,100,1.54,CA,2023-07-19
437,tandag,9.0783,126.1986,24.97,91,100,1.99,PH,2023-07-19
438,sittwe,20.15,92.9,27.71,84,69,6.03,MM,2023-07-19
439,peniche,39.3558,-9.3811,19.6,91,12,6.16,PT,2023-07-19
440,taltal,-25.4,-70.4833,17.58,65,26,2.08,CL,2023-07-19
441,sur,22.5667,59.5289,30.91,57,62,3.65,OM,2023-07-19
442,reggane,26.7158,0.1714,35.44,8,0,7.9,DZ,2023-07-19
443,vilyuysk,63.7553,121.6247,18.33,50,100,2.8,RU,2023-07-19
444,qionghai,19.2425,110.4642,30.62,71,99,4.25,CN,2023-07-19
445,crane,31.3974,-102.3501,34.8,16,0,7.81,US,2023-07-19
446,klaksvik,62.2266,-6.589,8.51,82,100,12.32,FO,2023-07-19
447,shalqar,47.8333,59.6,21.24,59,8,7.14,KZ,2023-07-19
448,yermentau,51.6214,73.1069,21.76,55,100,3.64,KZ,2023-07-19
449,arno,60.1167,18.6333,12.08,84,58,3.29,SE,2023-07-19
450,severo-yeniseyskiy,60.3725,93.0408,19.29,47,89,0.38,RU,2023-07-19
451,homer,59.6425,-151.5483,20.93,70,40,6.17,US,2023-07-19
452,paka,4.6374,103.4368,26.96,83,40,0.51,MY,2023-07-19
453,labrador city,52.9463,-66.9114,17.95,72,75,4.12,CA,2023-07-19
454,puerto quijarro,-17.7833,-57.7667,17.66,59,45,2.81,BO,2023-07-19
455,verkhnyaya sinyachikha,57.976,61.6673,15.92,98,100,3.22,RU,2023-07-19
456,yangliuqing,39.1375,116.9997,30.97,25,0,3.74,CN,2023-07-19
457,nova vicosa,-17.8919,-39.3719,21.56,88,2,3.51,BR,2023-07-19
458,mwingi,-0.9344,38.0601,15.33,89,8,1.73,KE,2023-07-19
459,qarqaraly,49.4058,75.4742,25.98,30,8,4.07,KZ,2023-07-19
460,la sarre,48.8002,-79.1996,12.56,94,49,2.17,CA,2023-07-19
461,pandan,14.0453,124.1694,29.35,68,100,2.49,PH,2023-07-19
462,north platte,41.1239,-100.7654,26.94,80,20,4.63,US,2023-07-19
463,sherghati,24.5667,84.7833,28.79,69,84,5.14,IN,2023-07-19
464,thoen,17.6129,99.2161,28.16,77,100,1.35,TH,2023-07-19
465,isangel,-19.55,169.2667,26.06,69,75,8.75,VU,2023-07-19
466,bac lieu,9.285,105.7244,25.86,90,100,6.72,VN,2023-07-19
467,meizhou,24.2977,116.1072,28.21,81,100,1.79,CN,2023-07-19
468,tianshui,34.5439,105.6897,24.12,59,88,5.44,CN,2023-07-19
469,singaraja,-8.112,115.0882,27.4,64,8,0.37,ID,2023-07-19
470,el granada,37.5027,-122.4694,24.38,82,100,9.77,US,2023-07-19
471,kangasniemi,61.9936,26.6479,10.01,95,19,2.52,FI,2023-07-19
472,blenheim,-41.516,173.9528,17.51,52,6,1.34,NZ,2023-07-19
473,le port,-20.9373,55.2919,21.0,95,28,3.28,RE,2023-07-19
474,nova xavantina,-14.6667,-52.35,23.6,46,7,0.28,BR,2023-07-19
475,pointe aux piments,-20.0628,57.5131,23.31,75,6,7.97,MU,2023-07-19
476,lionel town,17.8101,-77.2406,29.94,82,100,4.89,JM,2023-07-19
477,neyshabur,36.2133,58.7958,21.98,50,40,2.09,IR,2023-07-19
478,floro,61.5996,5.0328,10.98,87,100,8.75,NO,2023-07-19
479,san patricio,28.017,-97.5169,32.52,75,0,6.63,US,2023-07-19
480,weiser,44.251,-116.9693,37.11,13,0,2.68,US,2023-07-19
481,pimentel,-6.8367,-79.9342,22.16,88,0,7.2,PE,2023-07-19
482,marsabit,2.3284,37.9899,15.3,81,8,7.85,KE,2023-07-19
483,qarauyl,48.9451,79.255,23.8,34,0,2.06,KZ,2023-07-19
484,fort mcmurray,56.7268,-111.381,24.77,46,0,1.03,CA,2023-07-19
485,yelizovo,53.1873,158.3805,20.28,71,32,1.95,RU,2023-07-19
486,camabatela,-8.1881,15.375,15.54,52,42,0.87,AO,2023-07-19
487,swakopmund,-22.6833,14.5333,11.47,80,0,4.14,NA,2023-07-19
488,baruun-urt,46.6806,113.2792,18.89,62,100,2.51,MN,2023-07-19
489,port-vila,-17.7338,168.3219,25.78,73,75,6.17,VU,2023-07-19
490,benguela,-12.5763,13.4055,19.53,87,0,0.99,AO,2023-07-19
491,sparti,37.0733,22.4297,23.67,45,0,2.81,GR,2023-07-19
492,malanje,-9.5402,16.341,16.8,39,16,0.88,AO,2023-07-19
493,codrington,-38.2667,141.9667,11.12,63,46,4.74,AU,2023-07-19
494,krasnoufimsk,56.6059,57.7669,15.24,94,15,1.58,RU,2023-07-19
495,urangan,-25.3,152.9,21.02,60,34,4.29,AU,2023-07-19
496,gurupi,-11.7292,-49.0686,25.17,31,2,1.18,BR,2023-07-19
497,tchintabaraden,15.8969,5.7985,34.12,36,100,9.56,NE,2023-07-19
498,nova sintra,14.8667,-24.7167,22.73,77,53,7.11,CV,2023-07-19
499,fada,9.5667,8.3,19.93,97,100,0.45,NG,2023-07-19
500,copala,16.65,-98.9833,28.01,76,52,1.31,MX,2023-07-19
501,arba minch,6.0333,37.55,17.73,77,28,0.95,ET,2023-07-19
502,batyrevo,55.0675,47.6111,17.1,86,13,2.37,RU,2023-07-19
503,deqen,29.9618,90.7188,11.71,79,93,0.67,CN,2023-07-19
504,truckee,39.328,-120.1833,31.75,33,20,6.17,US,2023-07-19
505,cieza,38.24,-1.4199,28.56,59,6,0.37,ES,2023-07-19
506,afaahiti,-17.75,-149.2833,26.93,80,4,10.2,PF,2023-07-19
507,vodnyy,63.5046,53.4095,20.51,64,71,1.52,RU,2023-07-19
508,shakawe,-18.3667,21.85,9.92,40,0,2.23,BW,2023-07-19
509,birjand,32.8663,59.2211,23.26,33,0,7.2,IR,2023-07-19
510,al 'aziziyah,32.9058,45.0616,32.13,11,0,3.85,IQ,2023-07-19
511,kenai,60.5544,-151.2583,19.05,79,0,4.12,US,2023-07-19
512,pacasmayo,-7.4006,-79.5714,21.25,82,31,6.05,PE,2023-07-19
513,miringa,10.7312,12.1463,23.93,70,68,3.35,NG,2023-07-19
514,tidjikja,18.5564,-11.4271,32.25,40,47,2.35,MR,2023-07-19
515,coahuayana de hidalgo,18.7,-103.6583,28.1,81,100,1.13,MX,2023-07-19
516,laghouat,33.8,2.8651,28.05,20,0,0.6,DZ,2023-07-19
517,zubova polyana,54.0771,42.8372,14.2,92,100,5.43,RU,2023-07-19
518,mersa matruh,31.3525,27.2453,25.11,88,0,2.57,EG,2023-07-19
519,dalandzadgad,43.5708,104.425,21.91,52,100,6.45,MN,2023-07-19
520,patacamaya,-17.2333,-67.9167,5.47,84,5,3.71,BO,2023-07-19
521,havre,49.5833,0.3333,15.87,82,20,4.12,FR,2023-07-19
522,bereznik,62.8551,42.7072,16.3,76,100,1.6,RU,2023-07-19
523,tranbjerg,56.0901,10.1194,11.97,85,100,3.63,DK,2023-07-19
524,kitakami,39.2833,141.1167,23.19,94,75,4.12,JP,2023-07-19
525,lesozavodsk,45.4794,133.4244,25.05,78,50,1.96,RU,2023-07-19
526,bowen,-20.0167,148.2333,24.21,53,9,6.12,AU,2023-07-19
527,yorkton,51.2167,-102.4677,18.91,88,100,4.12,CA,2023-07-19
528,valdivia,-39.8142,-73.2459,8.05,99,100,1.97,CL,2023-07-19
529,barra de santo antonio,-9.4047,-35.5072,22.6,85,13,3.01,BR,2023-07-19
530,sandnessjoen,66.0217,12.6316,10.29,80,72,7.21,NO,2023-07-19
531,belyy yar,53.6039,91.3903,19.94,77,0,4.0,RU,2023-07-19
532,la ronge,55.1001,-105.2842,19.14,59,75,3.6,CA,2023-07-19
533,gueret,46.1667,1.8667,12.29,90,0,1.57,FR,2023-07-19
534,idri,27.5,13.2667,28.16,39,0,6.0,LY,2023-07-19
535,santa elena de uairen,4.6167,-61.1333,19.03,95,81,1.22,VE,2023-07-19
536,tadine,-21.55,167.8833,21.97,72,100,6.08,NC,2023-07-19
537,caleta de carquin,-11.0925,-77.6267,19.61,79,54,3.89,PE,2023-07-19
538,sylvan lake,52.3168,-114.0853,20.76,49,0,4.63,CA,2023-07-19
539,bikenibeu village,1.3673,173.1241,31.98,66,75,3.09,KI,2023-07-19
540,luganville,-15.5333,167.1667,24.93,84,100,6.02,VU,2023-07-19
541,kuanda,56.3161,116.0806,12.03,91,100,2.46,RU,2023-07-19
542,borogontsy,62.6683,131.1683,20.43,51,65,3.76,RU,2023-07-19
543,hoa binh,20.8133,105.3383,25.58,95,100,1.02,VN,2023-07-19
544,uliastay,47.7417,96.8444,20.22,36,100,0.52,MN,2023-07-19
545,along,28.1667,94.7667,28.78,70,97,0.3,IN,2023-07-19
546,tonekabon,36.8163,50.8738,20.97,86,100,1.3,IR,2023-07-19
547,rongelap,11.1635,166.8941,28.48,75,64,5.72,MH,2023-07-19
548,molde,62.7375,7.1591,12.06,71,100,5.14,NO,2023-07-19
549,twon-brass,4.3151,6.2418,26.27,84,85,5.65,NG,2023-07-19
550,yanchep,-31.55,115.6833,11.07,64,100,10.7,AU,2023-07-19
551,dindori,22.95,81.0833,26.33,78,67,2.51,IN,2023-07-19
552,kemin,42.7846,75.6892,28.3,33,0,0.81,KG,2023-07-19
553,gosnells,-32.0833,116.0,14.04,73,75,9.77,AU,2023-07-19
554,goya,-29.14,-59.2626,5.73,69,34,2.57,AR,2023-07-19
555,dogondoutchi,13.6393,4.0287,32.31,46,100,6.78,NE,2023-07-19
556,santa ana,33.7456,-117.8678,36.47,54,0,4.63,US,2023-07-19
557,shar'ya,58.3686,45.5144,16.41,90,7,1.84,RU,2023-07-19
558,adrar,20.5022,-10.0711,32.58,35,64,1.34,MR,2023-07-19
559,greenland,43.0362,-70.8328,22.49,91,75,1.54,US,2023-07-19
560,nadym,65.5333,72.5167,22.29,52,13,4.25,RU,2023-07-19
561,akureyri,65.6835,-18.0878,5.96,87,100,1.03,IS,2023-07-19
562,kimbe,-5.5502,150.1429,32.21,50,99,1.74,PG,2023-07-19
563,selfoss,63.9331,-20.9971,8.36,70,97,3.28,IS,2023-07-19
564,vrbas,45.5714,19.6408,21.89,65,79,1.17,RS,2023-07-19
565,greymouth,-42.4667,171.2,11.33,85,99,3.94,NZ,2023-07-19
566,quillacollo,-17.4,-66.2833,17.04,36,3,4.63,BO,2023-07-19
567,gizo,-8.103,156.8419,27.89,81,100,7.78,SB,2023-07-19
568,xinqing,48.2333,129.5,28.87,46,9,0.49,CN,2023-07-19
